"","lon","lat","id","owner","taken","upload","views","tags","title","imageURL","device"
"1","-78.662903","35.859465","38390712172","46279025@N02","2017-11-14 09:04:26","2017-11-16 14:13:35","1518","greatblueheron ardeaherodias doublecrestedcormorant phalacrocoraxauritus johnkelley","In Explore... Rose among the thorns","https://farm5.staticflickr.com/4562/38390712172_fb7772fc1b.jpg","NA"
"2","-78.663117","35.859109","24572917548","46279025@N02","2017-11-10 08:45:15","2017-11-15 22:14:06","165","greatblueheron ardeaherodias johnkelley","Great blue heron, Ardea herodias","https://farm5.staticflickr.com/4521/24572917548_ec01698f56.jpg","NA"
"3","-78.663246","35.859039","38388331326","46279025@N02","2017-11-14 09:00:57","2017-11-15 22:14:05","156","greatblueheron ardeaherodias johnkelley","Great blue heron, Ardea herodias","https://farm5.staticflickr.com/4526/38388331326_f4028cc1d6.jpg","NA"
"4","-78.663160","35.858848","38421962711","46279025@N02","2017-11-14 10:21:25","2017-11-14 20:13:34","216","greatblueheron ardeaherodias johnkelley","I'm gone","https://farm5.staticflickr.com/4520/38421962711_e12e90d002.jpg","NA"
"5","-78.782216","35.838904","26639599909","67183217@N07","2017-11-12 08:41:55","2017-11-14 14:50:18","154","reflections raleighnorthcarolina autumn","Guess that's why they call it the blues <¶","https://farm5.staticflickr.com/4566/26639599909_439e46e30c.jpg","samsung SM-G950U"
"6","-78.786687","35.834520","38367762091","67183217@N07","2017-11-12 08:54:50","2017-11-12 19:22:15","9577","reflections northcarolina","Morning clouds rolling in","https://farm5.staticflickr.com/4580/38367762091_8445632985.jpg","samsung SM-G950U"
"7","-78.522445","35.912688","24492059338","94324235@N00","2017-11-12 09:25:22","2017-11-12 16:09:39","10","","","https://farm5.staticflickr.com/4559/24492059338_7430e7085d.jpg","Apple iPhone 7"
"8","-78.754119","35.849961","38342404781","67183217@N07","2017-11-10 09:34:20","2017-11-11 21:45:25","202","autumn northcarolina autumnleaves","Golden Autumn","https://farm5.staticflickr.com/4550/38342404781_8b8b1beaeb.jpg","samsung SM-G950U"
"9","-78.663332","35.859022","26566791039","46279025@N02","2017-11-10 08:42:36","2017-11-11 20:51:36","1062","greatblueheron ardeaherodias johnkelley alltypesofwaterbirds","Long time friend...","https://farm5.staticflickr.com/4538/26566791039_47590af3f9.jpg","NA"
"10","-78.662774","35.859056","9117638785","46279025@N02","2017-11-07 23:00:09","2017-11-11 17:09:37","100","greatblueheron ardeaherodias johnkelley","Great blue heron","https://farm4.staticflickr.com/3725/9117638785_2c2d5a280f.jpg","NA"
"11","-78.663289","35.858917","38300243702","46279025@N02","2017-11-10 08:57:15","2017-11-11 12:50:28","65","greatblueheron ardeaherodias johnkelley","Great blue heron, Ardea herodias","https://farm5.staticflickr.com/4568/38300243702_dba9403e27.jpg","NA"
"12","-78.663268","35.858848","38276522306","46279025@N02","2017-11-10 08:56:09","2017-11-11 12:50:29","126","greatblueheron ardeaherodias johnkelley","Great blue heron, Ardea herodias","https://farm5.staticflickr.com/4530/38276522306_ce1637f36c.jpg","NA"
"13","-78.663225","35.858865","38331481931","46279025@N02","2017-11-10 08:45:15","2017-11-11 12:50:29","165","greatblueheron ardeaherodias johnkelley","Great blue heron, Ardea herodias","https://farm5.staticflickr.com/4586/38331481931_46b150f818.jpg","NA"
"14","-78.663246","35.859074","38300167892","46279025@N02","2017-11-06 08:40:54","2017-11-11 12:50:30","293","greatblueheron ardeaherodias johnkelley","Great blue heron, Ardea herodias","https://farm5.staticflickr.com/4517/38300167892_e4cd0305c9.jpg","NA"
"15","-78.663268","35.859074","38300143162","46279025@N02","2017-11-10 08:48:49","2017-11-11 12:50:30","171","greatblueheron ardeaherodias johnkelley","Great blue heron, Ardea herodias","https://farm5.staticflickr.com/4585/38300143162_f8d971e9e7.jpg","NA"
"16","-78.640175","35.775905","38292007522","36524287@N00","2017-11-10 15:52:46","2017-11-11 03:53:05","125","northcarolina raleigh iphonex iphonexbackdualcamera6mmf24 foliage yellow ginko","Fall Ginko/Raleigh","https://farm5.staticflickr.com/4567/38292007522_dc1ef8141c.jpg","Apple iPhone X"
"17","-78.662774","35.858987","24446812718","46279025@N02","2017-11-10 08:48:30","2017-11-10 21:17:18","134","greatblueheron ardeaherodias johnkelley","Great blue heron, Ardea herodias","https://farm5.staticflickr.com/4573/24446812718_23e62e3794.jpg","NA"
"18","-78.663074","35.859074","38262312456","46279025@N02","2017-11-10 08:54:35","2017-11-10 21:17:18","187","greatblueheron ardeaherodias johnkelley","Great blue heron, Ardea herodias","https://farm5.staticflickr.com/4554/38262312456_d54e086ca8.jpg","NA"
"19","-78.663053","35.858917","26543513039","46279025@N02","2017-11-10 08:44:57","2017-11-10 21:17:19","221","greatblueheron ardeaherodias johnkelley","Great blue heron, Ardea herodias","https://farm5.staticflickr.com/4579/26543513039_e9ce030cb3.jpg","NA"
"20","-78.663074","35.859196","38262235766","46279025@N02","2017-11-10 08:42:36","2017-11-10 21:17:19","300","greatblueheron ardeaherodias johnkelley","Shelly Lake Heron","https://farm5.staticflickr.com/4575/38262235766_7d496c1d42.jpg","NA"
"21","-78.754119","35.849961","24442220218","67183217@N07","2017-11-10 11:04:43","2017-11-10 17:03:19","239","northcarolina autumn marinesbirthday reflections","Autumn along the creek","https://farm5.staticflickr.com/4574/24442220218_fd4d26d332.jpg",""
"22","-78.663203","35.859074","38286992431","46279025@N02","2017-11-07 08:34:44","2017-11-09 15:32:48","823","greatblueheron johnkelley framed ardeaherodias","Majestic Fall Companion","https://farm5.staticflickr.com/4531/38286992431_1d67e4a02d.jpg","NA"
"23","-78.663225","35.859039","38234446382","46279025@N02","2017-11-06 08:41:00","2017-11-09 15:34:20","267","greatblueheron ardeaherodias johnkelley","Serenity... late day rest","https://farm5.staticflickr.com/4556/38234446382_2c65f985bb.jpg","NA"
"24","-78.663364","35.858935","26446965409","46279025@N02","2017-11-06 08:37:27","2017-11-09 11:28:39","1600","greatblueheron ardeaherodias johnkelley explore","In Explore... Shelly Lake Icon","https://farm5.staticflickr.com/4483/26446965409_0d7753e037.jpg","NA"
"25","-78.597673","35.828613","38221993726","36524287@N00","2017-11-07 19:54:02","2017-11-09 03:38:41","84","","Silhouetted trees/Raleigh","https://farm5.staticflickr.com/4534/38221993726_fcd960cdaa.jpg","Apple iPhone X"
"26","-78.647110","35.782856","38221641606","90736812@N03","2017-10-22 16:21:16","2017-11-09 03:22:38","558","katebopp wwwdavegillphotography nikon drumandbase dj raleigh jungle vinyl technique","DJ Majik","https://farm5.staticflickr.com/4571/38221641606_d692945c77.jpg","NA"
"27","-78.716578","35.761072","37559540474","154183615@N07","2017-11-03 18:31:59","2017-11-08 19:28:38","4","","DSC_0169 2","https://farm5.staticflickr.com/4528/37559540474_282cfc9227.jpg","Nikon D5300"
"28","-78.716578","35.761072","37559538264","154183615@N07","2017-11-03 18:32:38","2017-11-08 19:28:39","3","","DSC_0171","https://farm5.staticflickr.com/4579/37559538264_6d615fb382.jpg","Nikon D5300"
"29","-78.716575","35.761077","37559535384","154183615@N07","2017-11-03 18:31:02","2017-11-08 19:28:40","4","","DSC_0166","https://farm5.staticflickr.com/4540/37559535384_e572ea69f5.jpg","Nikon D5300"
"30","-78.716567","35.761111","37559532984","154183615@N07","2017-11-03 18:39:10","2017-11-08 19:28:41","4","","DSC_0189","https://farm5.staticflickr.com/4530/37559532984_5ab8239759.jpg","Nikon D5300"
"31","-78.662881","35.859404","34931090593","46279025@N02","2017-10-22 09:38:40","2017-11-08 16:11:13","1341","greatblueheron ardeaherodias johnkelley specanimal","Great blue heron (Ardea herodias)","https://farm5.staticflickr.com/4055/34931090593_eea12ef10a.jpg","NA"
"32","-78.663225","35.859004","26490013969","46279025@N02","2017-11-07 09:13:17","2017-11-08 15:34:21","221","johnkelley greatblueheron ardeaherodias","Here little fishy...","https://farm5.staticflickr.com/4580/26490013969_4d8f0f9272.jpg","NA"
"33","-78.662348","35.762791","37554091574","52569650@N00","2017-11-03 11:01:54","2017-11-08 14:10:39","52","","","https://farm5.staticflickr.com/4572/37554091574_e4671eba91.jpg","Apple iPhone 7 Plus"
"34","-78.754119","35.849961","24381007838","67183217@N07","2017-11-06 09:32:18","2017-11-07 23:34:21","231","autumn leaves","The falling leaves <¶","https://farm5.staticflickr.com/4546/24381007838_52c16b2f83.jpg","samsung SM-G950U"
"35","-78.663117","35.859039","38245150661","46279025@N02","2017-11-07 09:12:11","2017-11-07 16:46:47","270","greatblueheron ardeaherodias johnkelley","Great blue heron, Ardea herodias","https://farm5.staticflickr.com/4525/38245150661_2cc9ffd138.jpg","NA"
"36","-78.663203","35.858917","37534081364","46279025@N02","2017-11-07 09:15:15","2017-11-07 16:46:48","289","greatblueheron ardeaherodias johnkelley","Great blue heron, Ardea herodias","https://farm5.staticflickr.com/4482/37534081364_1dd180d82b.jpg","NA"
"37","-78.663740","35.858935","37534066754","46279025@N02","2017-11-07 09:10:10","2017-11-07 16:46:49","434","greatblueheron ardeaherodias johnkelley","Waiting this morning...","https://farm5.staticflickr.com/4547/37534066754_ab0d323a65.jpg","NA"
"38","-78.663096","35.859004","38245058451","46279025@N02","2017-11-07 09:15:10","2017-11-07 16:46:47","274","greatblueheron ardeaherodias johnkelley","Great blue heron, Ardea herodias","https://farm5.staticflickr.com/4559/38245058451_c2c1dac15a.jpg","NA"
"39","-78.678109","35.764636","37532460044","81202225@N00","2017-11-06 08:48:14","2017-11-07 15:23:35","2","","Photo Nov 06, 8 48 14 AM","https://farm5.staticflickr.com/4511/37532460044_07b4afb367.jpg","Apple iPhone SE"
"40","-78.678117","35.764691","26467182059","81202225@N00","2017-11-06 08:48:08","2017-11-07 15:23:35","2","","Photo Nov 06, 8 48 08 AM","https://farm5.staticflickr.com/4468/26467182059_7798da25bb.jpg","Apple iPhone SE"
"41","-78.678725","35.764663","26467181459","81202225@N00","2017-11-06 08:49:51","2017-11-07 15:23:36","2","","Photo Nov 06, 8 49 51 AM","https://farm5.staticflickr.com/4449/26467181459_4561809e77.jpg","Apple iPhone SE"
"42","-78.678742","35.764694","37532458924","81202225@N00","2017-11-06 08:50:15","2017-11-07 15:23:36","3","","Photo Nov 06, 8 50 15 AM","https://farm5.staticflickr.com/4548/37532458924_7f63cfcea4.jpg","Apple iPhone SE"
"43","-78.678812","35.764477","26467180349","81202225@N00","2017-11-06 08:50:40","2017-11-07 15:23:37","3","","Photo Nov 06, 8 50 40 AM (1)","https://farm5.staticflickr.com/4533/26467180349_7c2184c7f9.jpg","Apple iPhone SE"
"44","-78.678803","35.764458","38243470321","81202225@N00","2017-11-06 08:50:48","2017-11-07 15:23:37","3","","Photo Nov 06, 8 50 48 AM","https://farm5.staticflickr.com/4550/38243470321_d7e1fce496.jpg","Apple iPhone SE"
"45","-78.679398","35.763736","37532456054","81202225@N00","2017-11-06 08:53:08","2017-11-07 15:23:39","2","","Photo Nov 06, 8 53 08 AM (1)","https://farm5.staticflickr.com/4528/37532456054_4050cf6cc0.jpg","Apple iPhone SE"
"46","-78.679567","35.763436","38211279042","81202225@N00","2017-11-06 08:54:36","2017-11-07 15:23:42","2","","Photo Nov 06, 8 54 36 AM (1)","https://farm5.staticflickr.com/4511/38211279042_4e442d9535.jpg","Apple iPhone SE"
"47","-78.679550","35.763375","38243460901","81202225@N00","2017-11-06 08:54:41","2017-11-07 15:23:43","2","","Photo Nov 06, 8 54 41 AM (1)","https://farm5.staticflickr.com/4534/38243460901_e83966159e.jpg","Apple iPhone SE"
"48","-78.679581","35.763375","38243459721","81202225@N00","2017-11-06 08:54:50","2017-11-07 15:23:44","3","","Photo Nov 06, 8 54 50 AM","https://farm5.staticflickr.com/4490/38243459721_8c51e37f75.jpg","Apple iPhone SE"
"49","-78.679612","35.763416","38211275252","81202225@N00","2017-11-06 08:54:53","2017-11-07 15:23:45","2","","Photo Nov 06, 8 54 53 AM","https://farm5.staticflickr.com/4551/38211275252_873bc180b1.jpg","Apple iPhone SE"
"50","-78.679773","35.763355","38211273982","81202225@N00","2017-11-06 08:55:34","2017-11-07 15:23:46","2","","Photo Nov 06, 8 55 34 AM","https://farm5.staticflickr.com/4561/38211273982_c3b5e380d0.jpg","Apple iPhone SE"
"51","-78.680017","35.763277","38243456861","81202225@N00","2017-11-06 08:56:28","2017-11-07 15:23:46","2","","Photo Nov 06, 8 56 28 AM (1)","https://farm5.staticflickr.com/4445/38243456861_b63535839c.jpg","Apple iPhone SE"
"52","-78.679498","35.763211","38211272732","81202225@N00","2017-11-06 08:59:00","2017-11-07 15:23:47","2","","Photo Nov 06, 8 59 00 AM","https://farm5.staticflickr.com/4583/38211272732_ed8861f7d9.jpg","Apple iPhone SE"
"53","-78.680542","35.763027","38243455341","81202225@N00","2017-11-06 09:00:13","2017-11-07 15:23:47","2","","Photo Nov 06, 9 00 13 AM (1)","https://farm5.staticflickr.com/4501/38243455341_e3a80e159b.jpg","Apple iPhone SE"
"54","-78.680503","35.762475","24371646238","81202225@N00","2017-11-06 09:01:47","2017-11-07 15:23:49","2","","Photo Nov 06, 9 01 47 AM (1)","https://farm5.staticflickr.com/4557/24371646238_e5fbcb03bb.jpg","Apple iPhone SE"
"55","-78.681053","35.762572","24371644878","81202225@N00","2017-11-06 09:03:14","2017-11-07 15:23:50","2","","Photo Nov 06, 9 03 14 AM","https://farm5.staticflickr.com/4485/24371644878_9efb02775f.jpg","Apple iPhone SE"
"56","-78.681617","35.762711","38211267352","81202225@N00","2017-11-06 09:03:44","2017-11-07 15:23:50","2","","Photo Nov 06, 9 03 44 AM","https://farm5.staticflickr.com/4467/38211267352_14013b0939.jpg","Apple iPhone SE"
"57","-78.681245","35.762627","24371643418","81202225@N00","2017-11-06 09:05:09","2017-11-07 15:23:51","2","","Photo Nov 06, 9 05 09 AM (1)","https://farm5.staticflickr.com/4584/24371643418_f03c61b16a.jpg","Apple iPhone SE"
"58","-78.681673","35.762802","38211264502","81202225@N00","2017-11-06 09:06:13","2017-11-07 15:23:52","2","","Photo Nov 06, 9 06 13 AM","https://farm5.staticflickr.com/4483/38211264502_7be905f2b2.jpg","Apple iPhone SE"
"59","-78.681648","35.762863","24371641008","81202225@N00","2017-11-06 09:06:26","2017-11-07 15:23:53","2","","Photo Nov 06, 9 06 26 AM","https://farm5.staticflickr.com/4466/24371641008_dbe4a63c16.jpg","Apple iPhone SE"
"60","-78.682587","35.762955","38211263842","81202225@N00","2017-11-06 09:09:57","2017-11-07 15:23:54","2","","Photo Nov 06, 9 09 57 AM","https://farm5.staticflickr.com/4511/38211263842_c7641319e2.jpg","Apple iPhone SE"
"61","-78.682587","35.762955","24371640238","81202225@N00","2017-11-06 09:09:58","2017-11-07 15:23:55","2","","Photo Nov 06, 9 09 58 AM","https://farm5.staticflickr.com/4567/24371640238_4270701aa4.jpg","Apple iPhone SE"
"62","-78.682884","35.762516","38211262962","81202225@N00","2017-11-06 09:11:07","2017-11-07 15:23:55","2","","Photo Nov 06, 9 11 07 AM (1)","https://farm5.staticflickr.com/4541/38211262962_3162763759.jpg","Apple iPhone SE"
"63","-78.682953","35.762611","38211261312","81202225@N00","2017-11-06 09:11:35","2017-11-07 15:23:56","2","","Photo Nov 06, 9 11 35 AM (1)","https://farm5.staticflickr.com/4452/38211261312_a92c8a4ac2.jpg","Apple iPhone SE"
"64","-78.682953","35.762611","24371637838","81202225@N00","2017-11-06 09:11:35","2017-11-07 15:23:57","2","","Photo Nov 06, 9 11 35 AM","https://farm5.staticflickr.com/4581/24371637838_d62e22779a.jpg","Apple iPhone SE"
"65","-78.683556","35.762622","24371636008","81202225@N00","2017-11-06 09:12:47","2017-11-07 15:23:58","4","","Photo Nov 06, 9 12 47 AM","https://farm5.staticflickr.com/4446/24371636008_e28b512567.jpg","Apple iPhone SE"
"66","-78.683573","35.762633","24371635278","81202225@N00","2017-11-06 09:12:53","2017-11-07 15:23:59","2","","Photo Nov 06, 9 12 53 AM (1)","https://farm5.staticflickr.com/4506/24371635278_e2f7b86e54.jpg","Apple iPhone SE"
"67","-78.683723","35.762661","24371633688","81202225@N00","2017-11-06 09:13:36","2017-11-07 15:24:01","2","","Photo Nov 06, 9 13 36 AM","https://farm5.staticflickr.com/4549/24371633688_7d9813bb3c.jpg","Apple iPhone SE"
"68","-78.676514","35.763777","24371632988","81202225@N00","2017-11-06 09:14:50","2017-11-07 15:24:02","3","","Photo Nov 06, 9 14 50 AM (1)","https://farm5.staticflickr.com/4580/24371632988_5f8736e4fe.jpg","Apple iPhone SE"
"69","-78.684037","35.763130","24371632268","81202225@N00","2017-11-06 09:14:53","2017-11-07 15:24:03","2","","Photo Nov 06, 9 14 53 AM","https://farm5.staticflickr.com/4446/24371632268_8debb1ba99.jpg","Apple iPhone SE"
"70","-78.684028","35.763261","24371631118","81202225@N00","2017-11-06 09:15:34","2017-11-07 15:24:04","2","","Photo Nov 06, 9 15 34 AM (1)","https://farm5.staticflickr.com/4490/24371631118_f9390e332e.jpg","Apple iPhone SE"
"71","-78.683814","35.762886","24371629718","81202225@N00","2017-11-06 09:15:55","2017-11-07 15:24:06","2","","Photo Nov 06, 9 15 55 AM","https://farm5.staticflickr.com/4558/24371629718_0a91a92b1d.jpg","Apple iPhone SE"
"72","-78.683800","35.762997","24371627138","81202225@N00","2017-11-06 09:15:59","2017-11-07 15:24:07","2","","Photo Nov 06, 9 15 59 AM (1)","https://farm5.staticflickr.com/4533/24371627138_48fce37520.jpg","Apple iPhone SE"
"73","-78.683289","35.762766","24371625798","81202225@N00","2017-11-06 09:17:28","2017-11-07 15:24:09","2","","Photo Nov 06, 9 17 28 AM","https://farm5.staticflickr.com/4527/24371625798_acb58aa55c.jpg","Apple iPhone SE"
"74","-78.682670","35.762927","37532420704","81202225@N00","2017-11-06 09:18:51","2017-11-07 15:24:09","2","","Photo Nov 06, 9 18 51 AM","https://farm5.staticflickr.com/4538/37532420704_89a208872a.jpg","Apple iPhone SE"
"75","-78.677406","35.768294","26467139769","81202225@N00","2017-11-06 09:20:49","2017-11-07 15:24:11","2","","Photo Nov 06, 9 20 49 AM","https://farm5.staticflickr.com/4557/26467139769_e6df8d6717.jpg","Apple iPhone SE"
"76","-78.681856","35.763169","37532419584","81202225@N00","2017-11-06 09:21:04","2017-11-07 15:24:11","2","","Photo Nov 06, 9 21 04 AM","https://farm5.staticflickr.com/4509/37532419584_841525a180.jpg","Apple iPhone SE"
"77","-78.679070","35.763802","26467137969","81202225@N00","2017-11-06 09:27:56","2017-11-07 15:24:12","2","","Photo Nov 06, 9 27 56 AM (1)","https://farm5.staticflickr.com/4568/26467137969_4a61f7430f.jpg","Apple iPhone SE"
"78","-78.679070","35.763802","37532418294","81202225@N00","2017-11-06 09:27:56","2017-11-07 15:24:12","2","","Photo Nov 06, 9 27 56 AM","https://farm5.staticflickr.com/4487/37532418294_43df7721a2.jpg","Apple iPhone SE"
"79","-78.678070","35.764533","26467135499","81202225@N00","2017-11-06 09:30:46","2017-11-07 15:24:13","2","","Photo Nov 06, 9 30 46 AM","https://farm5.staticflickr.com/4476/26467135499_8bd2180aab.jpg","Apple iPhone SE"
"80","-78.678375","35.765063","37532416884","81202225@N00","2017-11-06 09:31:02","2017-11-07 15:24:14","2","","Photo Nov 06, 9 31 02 AM","https://farm5.staticflickr.com/4491/37532416884_306a3e8d66.jpg","Apple iPhone SE"
"81","-78.678062","35.765308","26467128659","81202225@N00","2017-11-06 09:32:01","2017-11-07 15:24:16","2","","Photo Nov 06, 9 32 01 AM (1)","https://farm5.staticflickr.com/4583/26467128659_67b7e54fc8.jpg","Apple iPhone SE"
"82","-78.677964","35.765347","38243406971","81202225@N00","2017-11-06 09:32:52","2017-11-07 15:24:16","2","","Photo Nov 06, 9 32 52 AM (1)","https://farm5.staticflickr.com/4500/38243406971_de7b823710.jpg","Apple iPhone SE"
"83","-78.677956","35.765352","38243405061","81202225@N00","2017-11-06 09:32:55","2017-11-07 15:24:17","2","","Photo Nov 06, 9 32 55 AM","https://farm5.staticflickr.com/4556/38243405061_cc73f39e40.jpg","Apple iPhone SE"
"84","-78.677370","35.766127","37532411044","81202225@N00","2017-11-06 09:34:11","2017-11-07 15:24:18","1","","Photo Nov 06, 9 34 11 AM (1)","https://farm5.staticflickr.com/4531/37532411044_769002d91f.jpg","Apple iPhone SE"
"85","-78.677003","35.765025","37532409704","81202225@N00","2017-11-06 09:35:26","2017-11-07 15:24:20","1","","Photo Nov 06, 9 35 26 AM (1)","https://farm5.staticflickr.com/4445/37532409704_e4f05b5ce4.jpg","Apple iPhone SE"
"86","-78.677003","35.765025","37532409364","81202225@N00","2017-11-06 09:35:28","2017-11-07 15:24:21","1","","Photo Nov 06, 9 35 28 AM","https://farm5.staticflickr.com/4533/37532409364_8cbba725c9.jpg","Apple iPhone SE"
"87","-78.677003","35.765025","38243400841","81202225@N00","2017-11-06 09:35:26","2017-11-07 15:24:20","1","","Photo Nov 06, 9 35 26 AM","https://farm5.staticflickr.com/4534/38243400841_23ea096935.jpg","Apple iPhone SE"
"88","-78.677003","35.765025","38243400481","81202225@N00","2017-11-06 09:35:32","2017-11-07 15:24:21","2","","Photo Nov 06, 9 35 32 AM","https://farm5.staticflickr.com/4489/38243400481_8505e7e7f4.jpg","Apple iPhone SE"
"89","-78.677003","35.765022","37532409184","81202225@N00","2017-11-06 09:35:35","2017-11-07 15:24:22","1","","Photo Nov 06, 9 35 35 AM","https://farm5.staticflickr.com/4531/37532409184_1e6da57c00.jpg","Apple iPhone SE"
"90","-78.677537","35.764963","38243399921","81202225@N00","2017-11-06 09:36:31","2017-11-07 15:24:22","1","","Photo Nov 06, 9 36 31 AM (1)","https://farm5.staticflickr.com/4488/38243399921_a87f04abbf.jpg","Apple iPhone SE"
"91","-78.677834","35.764677","38243399341","81202225@N00","2017-11-06 09:37:10","2017-11-07 15:24:23","1","","Photo Nov 06, 9 37 10 AM","https://farm5.staticflickr.com/4518/38243399341_123c1f618e.jpg","Apple iPhone SE"
"92","-78.678414","35.764511","37532408574","81202225@N00","2017-11-06 09:38:09","2017-11-07 15:24:24","1","","Photo Nov 06, 9 38 09 AM (1)","https://farm5.staticflickr.com/4488/37532408574_ee09735f9b.jpg","Apple iPhone SE"
"93","-78.678414","35.764511","38243398361","81202225@N00","2017-11-06 09:38:09","2017-11-07 15:24:24","1","","Photo Nov 06, 9 38 09 AM","https://farm5.staticflickr.com/4554/38243398361_8f124eb51e.jpg","Apple iPhone SE"
"94","-78.678414","35.764500","38188551956","81202225@N00","2017-11-06 09:38:13","2017-11-07 15:24:25","1","","Photo Nov 06, 9 38 13 AM","https://farm5.staticflickr.com/4471/38188551956_577b491c8e.jpg","Apple iPhone SE"
"95","-78.678628","35.764366","38243393711","81202225@N00","2017-11-06 09:38:45","2017-11-07 15:24:26","1","","Photo Nov 06, 9 38 45 AM (1)","https://farm5.staticflickr.com/4451/38243393711_60a927bae5.jpg","Apple iPhone SE"
"96","-78.678817","35.763794","38188548486","81202225@N00","2017-11-06 09:39:42","2017-11-07 15:24:28","1","","Photo Nov 06, 9 39 42 AM (1)","https://farm5.staticflickr.com/4561/38188548486_0133e3b426.jpg","Apple iPhone SE"
"97","-78.678856","35.763736","38211222942","81202225@N00","2017-11-06 09:39:53","2017-11-07 15:24:29","1","","Photo Nov 06, 9 39 53 AM","https://farm5.staticflickr.com/4490/38211222942_7f2d0b0348.jpg","Apple iPhone SE"
"98","-78.678895","35.763663","38243390861","81202225@N00","2017-11-06 09:40:08","2017-11-07 15:24:29","1","","Photo Nov 06, 9 40 08 AM (1)","https://farm5.staticflickr.com/4455/38243390861_87681b95d2.jpg","Apple iPhone SE"
"99","-78.678825","35.763291","38211220332","81202225@N00","2017-11-06 09:40:33","2017-11-07 15:24:31","2","","Photo Nov 06, 9 40 33 AM","https://farm5.staticflickr.com/4565/38211220332_df67e7d732.jpg","Apple iPhone SE"
"100","-78.678856","35.763502","38243388541","81202225@N00","2017-11-06 09:40:40","2017-11-07 15:24:31","1","","Photo Nov 06, 9 40 40 AM","https://farm5.staticflickr.com/4584/38243388541_7cf5488c95.jpg","Apple iPhone SE"
"101","-78.679017","35.763394","38211218942","81202225@N00","2017-11-06 09:40:58","2017-11-07 15:24:32","1","","Photo Nov 06, 9 40 58 AM (1)","https://farm5.staticflickr.com/4561/38211218942_b16574a71a.jpg","Apple iPhone SE"
"102","-78.679017","35.763394","38211217492","81202225@N00","2017-11-06 09:40:58","2017-11-07 15:24:33","1","","Photo Nov 06, 9 40 58 AM","https://farm5.staticflickr.com/4525/38211217492_62708a0af9.jpg","Apple iPhone SE"
"103","-78.679337","35.763394","38243384621","81202225@N00","2017-11-06 09:41:24","2017-11-07 15:24:33","1","","Photo Nov 06, 9 41 24 AM","https://farm5.staticflickr.com/4475/38243384621_fefbe5289f.jpg","Apple iPhone SE"
"104","-78.679673","35.762863","38211215322","81202225@N00","2017-11-06 09:42:09","2017-11-07 15:24:34","1","","Photo Nov 06, 9 42 09 AM","https://farm5.staticflickr.com/4484/38211215322_d108c24b19.jpg","Apple iPhone SE"
"105","-78.679620","35.762919","38243382761","81202225@N00","2017-11-06 09:42:19","2017-11-07 15:24:35","1","","Photo Nov 06, 9 42 19 AM","https://farm5.staticflickr.com/4462/38243382761_9aea5eeb98.jpg","Apple iPhone SE"
"106","-78.679803","35.762894","38243381851","81202225@N00","2017-11-06 09:42:49","2017-11-07 15:24:36","1","","Photo Nov 06, 9 42 49 AM","https://farm5.staticflickr.com/4580/38243381851_f59fc23c91.jpg","Apple iPhone SE"
"107","-78.679717","35.762894","38243380731","81202225@N00","2017-11-06 09:43:24","2017-11-07 15:24:37","1","","Photo Nov 06, 9 43 24 AM (1)","https://farm5.staticflickr.com/4511/38243380731_80f3dcff93.jpg","Apple iPhone SE"
"108","-78.679717","35.762888","38243379101","81202225@N00","2017-11-06 09:43:27","2017-11-07 15:24:39","1","","Photo Nov 06, 9 43 27 AM","https://farm5.staticflickr.com/4527/38243379101_e9f3cfb0ea.jpg","Apple iPhone SE"
"109","-78.679467","35.763058","38243378811","81202225@N00","2017-11-06 09:43:56","2017-11-07 15:24:40","1","","Photo Nov 06, 9 43 56 AM","https://farm5.staticflickr.com/4577/38243378811_5589d755f4.jpg","Apple iPhone SE"
"110","-78.678925","35.763352","38243378711","81202225@N00","2017-11-06 09:44:46","2017-11-07 15:24:41","1","","Photo Nov 06, 9 44 46 AM (1)","https://farm5.staticflickr.com/4543/38243378711_e398c6fc86.jpg","Apple iPhone SE"
"111","-78.678925","35.763352","38243378521","81202225@N00","2017-11-06 09:44:46","2017-11-07 15:24:42","1","","Photo Nov 06, 9 44 46 AM","https://farm5.staticflickr.com/4506/38243378521_0b32bfd8d4.jpg","Apple iPhone SE"
"112","-78.691414","35.756622","38243377921","81202225@N00","2017-11-06 09:53:03","2017-11-07 15:24:45","1","","Photo Nov 06, 9 53 03 AM (1)","https://farm5.staticflickr.com/4498/38243377921_b1802ccef3.jpg","Apple iPhone SE"
"113","-78.691414","35.756619","38188526826","81202225@N00","2017-11-06 09:53:07","2017-11-07 15:24:47","1","","Photo Nov 06, 9 53 07 AM (1)","https://farm5.staticflickr.com/4516/38188526826_29978ca5fa.jpg","Apple iPhone SE"
"114","-78.683250","35.762713","38188523126","81202225@N00","2017-11-06 09:17:22","2017-11-07 15:24:08","1","","Photo Nov 06, 9 17 22 AM","https://farm5.staticflickr.com/4570/38188523126_7b4e3fa149.jpg","Apple iPhone SE"
"115","-78.678375","35.765061","38243374201","81202225@N00","2017-11-06 09:30:58","2017-11-07 15:24:13","2","","Photo Nov 06, 9 30 58 AM","https://farm5.staticflickr.com/4550/38243374201_e205b8568c.jpg","Apple iPhone SE"
